line,title,author,cited_num,relate,reverse_relate
"""Simultaneous spectral albedo",Simultaneous spectral albedo measurements near the Atmospheric Radiation Measurement Southern Great Plains (ARM SGP) central facility,,39,66.67%,12.50%
measurements near the Atmospheric Radiation Measurement Southern Great Plains (ARM SGP) central,Simultaneous spectral albedo measurements near the Atmospheric Radiation Measurement Southern Great Plains (ARM SGP) central facility,,39,100.00%,75.00%
"facility""",[CITATION][C] Facility layout and location: an analytical approach,RL Francis LF McGinnis,1979,0.00%,0.00%
"""Importance of Accurate Liquid Water",Importance of accurate liquid water path for estimation of solar radiation in warm boundary layer clouds: An observational study,,35,40.00%,5.26%
"Path for Estimation of Solar Radiation in Warm Boundary Layer Clouds: An Observational Study""",Importance of accurate liquid water path for estimation of solar radiation in warm boundary layer clouds: An observational study,,35,35.71%,21.05%
Parameterization of the Optical Properties of Sulfate Aerosols in the Infrared,Parameterization of the optical properties of sulfate aerosols in the infrared,J Li,10,54.55%,54.55%
"""Joint statistics of photon pathlength and cloud optical depth: case",Joint statistics of photon path length and cloud optical depth: Case studies,,61,70.00%,58.33%
"studies""",Efficacy and safety of cholesterol-lowering treatment: prospective meta-analysis of data from 90 056 participants in 14 randomised trials of statins,,4414,0.00%,0.00%
"""A differential technique to retrieve","A differential fault attack technique against SPN structures, with application to the AES and KHAZAD",JJ Quisquater,541,60.00%,20.00%
"column water vapor using sun radiometry""",A comparison of sun photometer derivations of total column water vapor and ozone to standard measures of same at the Southern Great Plains Atmospheric Radiation …,,103,66.67%,16.00%
Joint statistics of photon pathlength and cloud optical depth,Joint statistics of photon pathlength and cloud optical depth,,55,100.00%,100.00%
"""The rotating",Surge and rotating stall in axial flow compressors—Part I: Theoretical compression system model,EM Greitzer,1000,50.00%,7.69%
"shadowband spectroradiometer (RSS) at the Southern Great Plains (SGP)""",The rotating shadowband spectroradiometer (RSS) at SGP,,72,44.44%,57.14%
"""O2 - O2 absorption band",Cloud pressure retrieval using the O2‐O2 absorption band at 477 nm,,188,40.00%,18.18%
"identi_cation based on optical depth spectra of the visible and near-infrared""",Optical properties of selected native and coagulated human brain tissues in vitro in the visible and near infrared spectral range,PC Schulze,428,45.45%,20.00%
Synthetic Spectra for Terrestrial Ultraviolet from Discrete Measurements,Synthetic spectra for terrestrial ultraviolet from discrete measurements,,23,37.50%,37.50%
""" Photon Pathlength Distributions in Cloudy Atmospheres From Ground-based",[CITATION][C] Photon pathlength distributions in cloudy atmospheres from ground-based high-resolution O2 A-band spectroscopy,,13,22.22%,15.38%
"High-resolution O2 A-band Spectroscopy, in IRS'96""",A high‐resolution oxygen A‐band and water vapor band spectrometer,,36,0.00%,0.00%
""" Cloud Properties Derived From Surface MFRSR Measurements and",Cloud properties derived from surface MFRSR measurements and comparison with GOES results at the ARM SGP site,,170,33.33%,17.65%
"Comparison With GOES Results at the ARM SGP Site""",Cloud properties derived from surface MFRSR measurements and comparison with GOES results at the ARM SGP site,,170,55.56%,29.41%
An Adjoint Formulation of the Radiative Transfer Method,An adjoint formulation of the radiative transfer method,,23,37.50%,37.50%
"""Determination of Auroral Heat Fluxes and Thermal Ion out Flows Using a",Determination of auroral heat fluxes and thermal ion outflows using a numerical ionospheric model and incoherent‐scatter radar data,,8,33.33%,16.67%
"Numerical Ionospheric Model and Incoherent-scatter Radar Data""",Mapping electrodynamic features of the high‐latitude ionosphere from localized observations: Technique,AD Richmond Y Kamide,569,0.00%,0.00%
"""The Effects of a Parallel Electric Field and the",Electric field dependence of optical absorption near the band gap of quantum-well structures,DAB Miller,2377,44.44%,23.08%
"Geomagnetic Field in the Topside Ionosphere on Auroral and Photoelectron Energy Distributions,""",Effects of a parallel electric field and the geomagnetic field in the topside ionosphere on auroral and photoelectron energy distributions,D Lummerzheim,21,50.00%,20.00%
The effects of different articulate curvature of artificial disc on loading distribution,The effects of different articulate curvature of artificial disc on loading distribution.,,3,91.67%,91.67%
The effect of clockwise and counterclockwise twisting moments on abutment screw loosening,The effect of clockwise and counterclockwise twisting moments on abutment screw loosening,,13,100.00%,100.00%
Morphometrical measurement of resected surface of medial and lateral proximal tibia for Chinese population,Morphometrical measurement of resected surface of medial and lateral proximal tibia for Chinese population,,5,100.00%,100.00%
The effects of implantation of tibio-femoral components in hyperextension on kinematics of TKA,The effects of implantation of tibio-femoral components in hyperextension on kinematics of TKA,,7,100.00%,100.00%
Effect of spacer diameter of the Dynesys dynamic stabilization system on the biomechanics of the lumbar spine: a finite element analysis,Effect of spacer diameter of the Dynesys dynamic stabilization system on the biomechanics of the lumbar spine: a finite element analysis,SL Shih CS Chen,16,100.00%,100.00%
Mimicking anatomical condylar configuration into knee prosthesis could improve knee kinematics after TKA - A computational simulation,Mimicking anatomical condylar configuration into knee prosthesis could improve knee kinematics after TKA—a computational simulation,,15,82.35%,93.33%
"Retaining intradiscal pressure after annulotomy by different annular suture techniques, and their biomechanical evaluations","Retaining intradiscal pressure after annulotomy by different annular suture techniques, and their biomechanical evaluations",,9,100.00%,100.00%
Concave polyethylene component improves biomechanical performance in lumbar total disc replacement-Modified compressive-shearing test by finite element analysis,Concave polyethylene component improves biomechanical performance in lumbar total disc replacement—Modified compressive-shearing test by finite element …,,3,82.35%,87.50%
Biomechanical evaluation of proximal tibial behavior following unicondylar knee arthroplasty: Modified resected surface with corresponding surgical technique,Biomechanical evaluation of proximal tibial behavior following unicondylar knee arthroplasty: modified resected surface with corresponding surgical technique,,26,94.12%,94.12%
Concave polyethylene component improves biomechanical performance in lumbar total disc replacement-Modified compressive-shearing test by finite element analysis,Concave polyethylene component improves biomechanical performance in lumbar total disc replacement—Modified compressive-shearing test by finite element …,,3,82.35%,87.50%
Anatomic-like polyethylene insert could improve knee kinematics after total knee arthroplasty - a computational assessment,Anatomic-like polyethylene insert could improve knee kinematics after total knee arthroplasty—a computational assessment,,18,80.00%,92.31%
Influence of post-cam design of posterior stabilized knee prosthesis on tibiofemoral motion during high knee flexion,Influence of post-cam design of posterior stabilized knee prosthesis on tibiofemoral motion during high knee flexion,,28,100.00%,100.00%
The cross-talk between transforming growth factor-beta1 and ultrasound stimulation during mechanotransduction of rat tenocytes,The cross-talk between transforming growth factor-beta1 and ultrasound stimulation during mechanotransduction of rat tenocytes,,4,100.00%,100.00%
Effects of Low Intensity Pulsed Ultrasound on Rat Schwann Cells Metabolism,Effects of low intensity pulsed ultrasound on rat Schwann cells metabolism,,27,36.36%,36.36%
The effect of clockwise and counterclockwise twisting moments on abutment screw loosening,The effect of clockwise and counterclockwise twisting moments on abutment screw loosening,,13,100.00%,100.00%
The effect of a new anular repair after discectomy in intervertebral disc degeneration: an experimental study using a porcine spine model,The effect of a new anular repair after discectomy in intervertebral disc degeneration: an experimental study using a porcine spine model,,39,100.00%,100.00%
Morphometrical measurement of resected surface of medial and lateral proximal tibia for Chinese population,Morphometrical measurement of resected surface of medial and lateral proximal tibia for Chinese population,,5,100.00%,100.00%
The effects of implantation of tibio-femoral components in hyperextension on kinematics of TKA,The effects of implantation of tibio-femoral components in hyperextension on kinematics of TKA,,7,100.00%,100.00%
The influence of long-term treadmill exercise on bone mass and articular cartilage in ovariectomized rats,The influence of long-term treadmill exercise on bone mass and articular cartilage in ovariectomized rats,,25,100.00%,100.00%
Wear pattern analysis in retrieved tibial inserts of mobile bearing and fixed bearing total knee prostheses,Wear-pattern analysis in retrieved tibial inserts of mobile-bearing and fixed-bearing total knee prostheses,,28,62.50%,76.92%
Estrogen augments shear stress-induced signaling and gene expression in osteoblast-like cells via estrogen receptor-mediated expression of beta(1) integrin,Estrogen augments shear stress–induced signaling and gene expression in osteoblast‐like cells via estrogen receptor–mediated expression of β1‐integrin,CR Yeh,32,72.22%,76.47%
Ankle-foot simulator development for testing ankle-foot orthoses,Ankle–foot simulator development for testing ankle–foot orthoses,,9,71.43%,71.43%
Design and test of hip stem for medullary revascularization,Design and test of hip stem for medullary revascularization,,15,100.00%,100.00%
Comparison of cage application modality in posterior lumbar interbody fusion with posterior instrumentation-A finite element study,Comparison of cage application modality in posterior lumbar interbody fusion with posterior instrumentation—A finite element study,CY Hung,50,93.75%,93.75%
The effects of quadriceps contraction on different patellofemoral alignment subtypes: an axial computed tomography study,The effects of quadriceps contraction on different patellofemoral alignment subtypes: an axial computed tomography study,,21,100.00%,100.00%
Mechanical comparison of biodegradable femoral fixation devices for hamstring tendon graft - a biomechanical study in a porcine model,Mechanical comparison of biodegradable femoral fixation devices for hamstring tendon graft–A biomechanical study in a porcine model,,23,84.21%,100.00%
"The effects of femoral canal geometries, stem shapes, cement thickness, and stem materials on the choice of femoral implant in cemented total hip replacement","The effects of femoral canal geometries, stem shapes, cement thickness, and stem materials on the choice of femoral implant in cemented total hip replacement",,3,100.00%,100.00%
